사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2022-05,경춘선,1321,청평,5,0,1504,181,2686,1054,4536,1844,5660,5082,4062,3652,4232,4133,5197,3145,4213,4203,3703,3269,4077,4406,4682,4290,4957,4425,5295,5562,3809,4559,2154,3932,1504,2835,890,2011,495,1552,161,1517,1,5,0,0,0,0,0,0
2022-05,경춘선,1322,상천,0,0,336,60,334,231,692,418,707,1157,632,1436,667,1817,922,1543,873,864,1003,617,1763,955,1831,710,1761,551,1259,854,705,448,332,456,157,285,97,239,25,152,14,120,1,6,0,0,0,0,0,0
2022-05,경춘선,1323,가평,0,0,967,175,1776,1678,3487,3020,4043,7016,3314,5279,3949,4444,6137,5677,4327,4992,3975,4741,4689,4908,5465,4463,6349,3383,7204,4486,6172,3740,2922,3387,2190,2590,1553,1724,623,1479,287,1273,4,122,0,0,0,0,0,0
2022-05,경춘선,1324,굴봉산,0,0,84,6,84,87,155,371,266,674,225,518,330,1149,404,782,434,422,592,382,823,398,962,440,768,330,630,275,287,150,185,170,267,122,112,102,36,78,1,54,2,1,0,0,0,0,0,0
2022-05,경춘선,1325,백양리,0,0,42,6,50,78,58,390,169,291,252,308,220,700,361,515,212,290,319,192,397,319,577,277,350,148,462,158,280,131,133,69,123,62,63,44,44,59,6,33,0,1,0,0,0,0,0,0
2022-05,경춘선,1326,강촌,10,0,545,28,580,205,683,432,701,2222,847,2097,1059,2620,1701,2826,1205,1274,1295,1215,1857,1689,2631,1078,2711,1275,2576,986,1489,974,901,788,606,488,304,398,143,295,74,171,7,11,0,0,0,0,0,0
2022-05,경춘선,1327,김유정,3,0,158,17,239,104,586,581,463,1180,448,1629,515,2812,610,2127,858,1761,1140,1372,1868,1026,2426,948,1988,790,1668,779,1286,721,652,543,354,281,170,185,50,153,16,99,12,22,0,0,0,0,0,0
2022-05,경춘선,1328,남춘천,576,2,1384,41,3878,1059,4669,2790,5962,5648,5833,6388,5761,5509,5670,10517,6096,10716,7236,5932,8563,4808,8920,6334,8874,5266,7871,6235,6324,6079,4461,9266,3686,3801,3119,3867,2069,4947,440,2736,3,1695,0,0,0,0,0,0
2022-05,경춘선,1329,춘천,249,0,720,9,1623,505,1816,1582,2488,4509,2710,5746,2594,4598,2868,6414,3343,4997,4405,4585,5925,3127,8096,3792,8762,2769,7306,2859,5764,2452,3859,3571,2567,1536,1531,1481,1032,1313,123,1513,3,589,0,0,0,0,0,0
2022-05,수인선,1873,고색,460,2,2548,549,7638,2648,14829,16414,14869,26700,7369,4235,4666,2688,4374,3090,4634,3323,4495,3481,3918,3738,4374,3985,5447,5789,13963,8154,22321,10920,6597,11214,8183,9683,4769,5508,2287,5302,949,3819,6,2380,0,0,0,0,0,0
2022-05,수인선,1874,오목천,10,0,707,8,4504,3172,10355,4457,12057,12488,6766,7130,5347,5108,6117,4072,7567,4957,6371,6143,4701,3952,6547,4252,10052,6529,11105,6351,9709,11057,4385,6718,2855,3922,2909,3743,2367,5287,763,3346,5,343,1,1,0,0,0,0
2022-05,수인선,1875,어천,1,0,199,2,798,1474,1537,2057,1823,2481,1490,1270,1564,1070,1533,1048,1488,1158,1414,1235,1263,1280,1492,1188,1904,1907,2538,1843,3263,2634,1329,1853,856,1073,541,1092,311,1003,109,592,0,77,0,0,0,0,0,0
2022-05,수인선,1876,야목,0,0,226,0,532,605,1584,675,1338,662,1031,300,756,407,727,311,682,407,631,421,589,387,689,480,879,663,915,785,963,993,483,650,279,380,170,466,108,385,62,299,1,63,0,0,0,0,0,0
2022-05,수인선,1877,사리,0,0,3822,173,10920,1743,25214,3315,23537,4886,12437,2596,9332,2715,7933,2965,8007,3768,7451,5019,5664,4779,5563,6633,6853,9632,6885,11797,7031,21409,4407,14710,2792,9531,2144,10120,1871,8448,713,6862,22,865,0,0,0,0,0,0
2022-05,수인선,1878,달월,1,0,12,29,32,237,106,195,124,465,122,183,82,162,157,122,116,157,101,130,120,108,147,89,467,115,418,92,897,142,193,49,89,46,47,56,27,34,10,33,6,7,0,0,0,0,0,0
2022-05,수인선,1879,월곶,5,0,1567,318,4965,1567,11123,2120,11867,3304,6409,3009,4635,3212,4045,3926,4502,4439,4263,3874,4024,3581,4242,4570,4707,5656,4933,8256,5545,10338,3380,6468,2553,4476,2048,4785,1506,3705,671,2235,7,413,0,0,0,0,0,0
2022-05,수인선,1880,소래포구,10,0,3020,392,6967,2620,18002,4290,15588,7752,8894,7934,8706,12711,10292,22872,13034,23969,15997,16294,20828,14118,23041,12129,19548,12990,14862,12798,10777,15948,6951,10594,5391,6867,4972,7330,3761,5909,1683,4347,24,782,0,0,0,0,0,0
2022-05,수인선,1881,인천논현,14,0,2695,770,6738,4768,17182,9812,15225,14470,8978,8571,8107,6594,8411,6996,9029,7845,8031,8772,7986,9250,9176,9665,10092,12518,12865,16329,13741,21032,8327,13628,6944,8846,6951,7628,4884,6286,2384,4309,18,839,0,0,0,0,0,0
2022-05,수인선,1882,호구포,7,0,1888,792,3675,4919,8057,19053,9075,25045,5339,4634,4579,3020,4857,3590,5457,3769,5004,4069,4685,4183,5563,4246,6541,5368,15316,7450,18331,8412,6014,7299,6571,5299,4725,4365,2367,3561,1160,2762,5,600,0,0,0,0,0,0
2022-05,수인선,1883,남동인더스파크,0,0,495,735,1005,3699,1346,16425,1910,20255,1340,3604,1464,1383,1871,1612,1855,1592,1905,1427,2440,1393,2712,1103,3651,1352,12273,1698,11418,1573,4591,2134,4488,1456,1889,860,546,576,192,454,2,61,0,0,0,0,0,0
2022-05,수인선,1884,원인재,14,2,3546,761,7471,2660,15349,5826,16876,7859,9737,4861,7672,4839,7450,5107,7510,6194,7384,6563,6441,6490,6516,8320,7191,9883,8062,12811,8309,17839,5133,12267,4679,8680,3990,8806,3094,7363,1630,5688,11,580,0,0,0,0,0,0
2022-05,수인선,1885,연수,8,2,2748,849,7292,2379,16497,4932,14765,12317,7372,7006,6428,6453,6547,5933,7599,6873,7676,7212,7325,6644,7663,7915,8569,9943,9609,13789,11842,17808,5990,11170,5573,8043,5570,7362,5065,4921,2738,3413,43,757,0,0,0,0,0,0
2022-05,수인선,1886,송도,4,2,1923,449,4616,1413,10079,2973,10385,3943,5058,2536,4425,2903,4499,3067,4955,3566,4436,3402,3918,3709,4187,4938,4780,5626,4862,7099,4163,9233,2383,6243,1715,4005,1471,3891,915,3199,405,2085,2,598,0,0,0,0,0,0
2022-05,수인선,1888,인하대,38,1,3428,522,10418,2948,24673,5354,19361,18757,9604,10963,9099,14035,10358,8381,11477,10953,10747,10866,10744,9916,13724,10175,17430,12374,16747,17563,14982,23697,8365,13866,7148,10004,6759,9328,5923,6975,3175,5387,62,1416,0,0,0,0,0,0
2022-05,수인선,1889,숭의,26,1,3466,959,6402,3520,14280,8389,11978,12588,6672,4878,6258,4059,6480,3657,6442,4454,5822,5322,5531,4722,6428,5296,7938,6862,10192,8786,9742,11266,4189,7156,2846,5499,2356,5410,1730,3920,944,2559,7,739,0,0,0,0,0,0
2022-05,수인선,1890,신포,7,2,1377,270,1675,864,3211,4448,3169,9035,2213,3637,1989,2885,2619,3161,3056,3199,2992,3515,3301,3073,4104,3256,5504,3758,5552,4121,7065,5042,3316,2691,2731,1734,2328,1679,1564,1415,639,775,4,215,0,0,0,0,0,0
2022-05,수인선,1891,인천,109,0,628,237,1211,1147,2683,3191,2028,5408,1593,3195,1605,3192,1685,5331,2152,5482,2303,4605,2951,4650,3093,4924,5326,4271,3375,3831,3139,4559,1975,2917,1686,2249,1516,1864,858,1751,157,1065,3,374,0,0,0,0,0,0
2022-05,경강선,1501,판교,9,0,842,10,2712,7020,5667,14085,4157,28882,2617,21209,2821,9648,3234,8008,3734,6483,4407,5620,5745,5233,8901,4810,9454,5412,15508,7965,23573,6945,17605,4769,14545,1860,10420,1913,5835,1344,2131,766,1,241,0,0,0,0,0,0
2022-05,경강선,1502,이매,14,1,663,35,1725,975,5020,2039,3564,3266,1868,1575,1576,1093,1477,894,1477,1021,1389,1235,1407,1234,1580,1415,2052,1682,2540,2515,2639,2845,1571,2511,1151,1268,1367,1180,1391,921,400,477,7,148,0,0,0,0,0,0
2022-05,경강선,1503,삼동,1,0,1392,145,4525,1344,12897,2670,13382,2455,7446,1213,4358,1197,3061,1524,2958,1624,2874,1829,2254,2547,2009,3083,2635,3937,3758,6529,3152,8994,1461,8800,981,5236,708,4584,501,3903,138,1715,1,45,0,0,0,0,0,0
2022-05,경강선,1504,경기광주,0,0,3047,275,15373,2404,42255,5869,41585,10927,22283,4963,14291,4678,12222,5489,11014,6009,9767,7299,8483,8270,8894,10437,10284,14454,11389,20825,10320,35741,4983,29832,3481,18099,3018,15612,1769,10162,638,8473,1,66,0,0,0,0,0,0
2022-05,경강선,1505,초월,0,0,1486,155,6124,1550,14780,4796,15991,5745,8924,2068,5040,2215,4975,2224,4642,2246,4207,2851,3590,3047,3600,4050,5206,5389,6048,7057,5796,12667,2361,10046,1794,8745,1316,5786,724,5347,429,4257,0,1,0,0,0,0,0,0
2022-05,경강선,1506,곤지암,0,0,868,166,2819,1830,7581,5932,7144,7467,4943,4026,3479,3144,3506,2717,3618,3205,3478,2940,3265,3093,4100,3307,5205,4390,8257,5445,7441,6417,3051,6675,1872,3863,1212,4042,510,2531,328,2053,0,0,0,0,0,0,0,0
2022-05,경강선,1507,신둔도예촌,2,0,694,126,2463,588,6932,2763,4735,4589,3533,2620,2661,1433,2322,1878,2690,1794,2554,1690,2098,1747,2379,2015,4235,2412,4978,3820,3823,4295,1739,4448,1387,2955,1088,3001,412,2403,138,1835,0,1,0,0,0,0,0,0
2022-05,경강선,1508,이천,13,0,931,33,3062,1238,8528,6258,7453,8363,5640,4701,5025,3432,4782,4426,4528,4163,4516,4368,4274,4494,4805,4725,6192,5680,6868,7080,7862,8832,4243,7320,3589,6185,2914,3434,1422,4301,548,2086,3,600,0,0,0,0,0,0
2022-05,경강선,1509,부발,3,0,990,46,2727,1844,6912,7229,5665,6833,4110,2088,3390,1914,4025,2463,3409,2783,3397,2303,4091,2852,3520,3072,4771,3490,7535,4795,6311,5264,4577,6881,2494,4246,1564,4151,959,3460,364,2849,3,1486,0,0,0,0,0,0
2022-05,경강선,1510,세종대왕릉,2,0,246,3,582,120,1278,817,978,704,786,567,734,708,604,755,609,634,648,483,749,691,728,640,915,779,873,758,983,800,401,1167,227,474,131,610,50,301,22,299,1,106,0,0,0,0,0,0
2022-05,경강선,1511,여주,6,0,1307,13,3587,892,6604,3979,6261,6611,4810,6380,4803,4158,4153,4601,4646,4971,5117,4330,5707,3910,7783,4061,8771,5598,8617,5709,4829,6139,3857,8311,2516,5991,1819,3442,983,3709,269,3204,4,1423,0,0,0,0,0,0
2022-05,5호선,2511,방화,15,0,4959,8,11071,3580,28175,6078,25469,13888,14563,7364,11612,6499,11213,6730,11092,7473,10710,8162,9809,9295,9826,10001,12518,12099,11283,13674,10821,21778,5215,19561,4227,11999,2728,11426,2138,10820,714,6989,3,1539,0,0,0,0,0,0
2022-05,5호선,2512,개화산,2,0,4329,617,8394,3813,22725,6372,20628,14502,11218,6845,8505,5513,8358,5483,8456,6504,7929,6409,7318,6546,7937,7686,9175,8994,10600,10921,12590,16962,5785,15083,3637,9469,2855,8445,2335,8276,588,5410,1,1123,0,0,0,0,0,0
2022-05,5호선,2513,김포공항,3,0,405,2046,1567,9732,4588,15352,7455,20931,7771,13502,9176,14528,11753,17182,14532,17635,14460,19095,15158,18121,17651,17541,18506,18167,23031,18334,28571,17412,18947,10467,16262,5085,16061,2605,13373,1805,2313,1300,26,192,0,0,0,0,0,0
2022-05,5호선,2514,송정,24,1,4048,1235,8347,4642,21109,7825,23073,12498,14775,7908,11736,7172,10138,7173,10278,8195,9935,7982,9285,8598,9565,9599,10910,12039,12778,13690,13622,20209,8022,16113,5739,10628,5189,10327,3886,9312,1617,6304,19,588,0,0,0,0,0,0
2022-05,5호선,2515,마곡,3,0,2418,1932,8042,6146,26077,14178,24290,50255,13680,31230,11588,13959,11495,11224,11562,11837,12826,12680,13272,12261,15311,12249,19214,14501,28693,17366,41128,25216,17351,20176,11882,11378,10573,9553,7922,10251,2494,5908,28,727,0,0,0,1,0,0
2022-05,5호선,2516,발산,0,0,3228,2555,9911,12865,27449,37319,29021,112473,18657,59863,18915,29333,21814,29515,25460,28045,27648,31151,31124,26766,37053,27578,44417,29707,63908,36513,87063,52030,39244,38949,31757,20043,32703,16017,27356,14454,10101,8848,45,1191,0,0,0,0,0,0
2022-05,5호선,2517,우장산,0,0,6916,702,22065,4910,59517,17655,59643,24515,31933,15698,25027,12433,23148,13006,24137,15379,22281,18112,19632,20568,23073,22549,28192,28922,24355,33978,20748,53747,12557,42836,9503,25792,7609,24495,6269,23987,1687,15471,15,1143,0,0,0,0,0,0
2022-05,5호선,2518,화곡,313,3,23771,1812,40869,11215,118917,14794,149223,31084,73854,23720,47284,17981,42454,20019,42020,23651,39525,26290,33808,31132,32098,37632,37523,50219,39606,67636,38291,122505,23724,91033,17110,55345,14320,53256,10944,49072,3527,31794,6,2547,0,0,0,0,0,0
2022-05,5호선,2519,까치산,169,0,25490,1574,45140,9642,130539,11812,159443,20677,81112,18364,49119,18672,42622,20972,43909,24674,39833,27910,33361,31736,31347,43762,34095,54096,32791,71786,32864,124645,21087,100384,16174,63625,12940,60346,10612,53426,4216,35954,14,2794,0,0,0,0,0,0
2022-05,5호선,2520,신정(은행정),61,0,12953,869,24091,3777,66727,8488,81275,14525,37701,9032,21925,7321,17964,7979,18181,9269,16965,11083,13607,12480,13816,17105,14717,22170,15916,29102,16904,48479,8806,36592,6218,23727,5358,22966,4510,22107,1419,15487,1,359,0,0,0,0,0,0
2022-05,5호선,2521,목동,6,0,8310,1311,21708,6178,62544,15921,77062,27417,36797,20236,25672,15930,24009,14046,24200,17614,22776,20069,20768,22170,21191,24722,23640,33775,26921,44285,29379,80157,16393,55409,13493,31965,12868,31329,14453,27393,3820,18428,4,495,0,0,0,0,0,0
2022-05,5호선,2522,오목교(목동운동장앞),4,1,5184,1811,15417,9281,51850,28592,60849,69091,32729,52150,24497,30191,24769,29344,28860,31584,29651,34214,29874,32926,32093,34297,39477,42360,49212,52736,68481,78396,36425,50519,37261,27360,29533,25915,26820,24079,7019,15374,1,458,0,0,0,0,0,0
2022-05,5호선,2523,양평,1,0,2386,831,7154,3036,25526,9222,29939,37408,12067,13067,8227,5950,7665,5167,8183,6167,8073,6406,7262,6221,7656,7106,8993,8543,14737,12314,30155,22576,8735,16486,5596,9710,4638,9420,3503,9803,1314,6150,0,234,0,0,0,0,0,0
2022-05,5호선,2524,영등포구청,0,0,1050,711,2411,2714,7336,6025,10135,23831,5139,9883,4018,4859,4406,4094,4452,4034,4722,4365,4993,4567,5420,4522,6517,4920,9635,6507,19687,11288,6154,5702,4580,3672,3873,3875,3151,3464,1283,2422,3,12,0,0,0,0,0,0
2022-05,5호선,2525,영등포시장,2,0,2682,944,6125,5154,22120,13827,32026,38676,14577,24142,10856,16317,11564,15431,13504,16488,14654,20457,14691,16725,17755,14311,21852,14711,28302,17976,37962,31025,16259,18217,11620,11799,10016,11672,7901,10910,2899,7589,0,8,0,0,0,0,0,0
2022-05,5호선,2526,신길,78,0,1736,478,3868,2331,13910,4785,21972,14794,8218,6170,4523,2794,4407,2998,4876,3574,4362,3941,4083,3760,4192,4266,5128,5514,7864,9334,13357,17329,4963,10677,3466,7929,3567,8107,2698,8304,1214,5875,1,89,0,0,0,0,0,0
2022-05,5호선,2527,여의도,3,0,2111,3095,4171,24262,9891,139973,13279,228760,11722,81201,12680,32358,18829,31956,20444,30935,23784,33155,29400,26427,36179,25610,48371,24824,130965,31434,171590,40851,65434,18797,55216,10237,48610,8491,33132,8175,10648,8179,7,920,0,0,0,0,0,0
2022-05,5호선,2528,여의나루,11,0,1361,1574,2539,12703,5226,40575,8855,71590,5514,31228,5299,24429,7187,27573,10834,32566,11692,38985,18331,42516,27651,44915,38574,43882,62132,46939,81309,48770,53365,29798,63401,16249,59827,9687,50345,6062,15403,3656,4,244,0,0,0,0,0,0
2022-05,5호선,2529,마포,22,0,2498,1399,8326,12635,26423,21574,35142,73343,18554,34231,14231,16308,14824,16597,16047,14882,17503,16200,16795,14520,17923,15076,22590,20040,35901,28239,59201,43237,22536,25374,18702,13686,20685,13239,17152,11379,6738,7842,4,549,0,0,0,0,0,0
2022-05,5호선,2530,공덕,7,0,1762,915,5801,7107,23106,30014,31010,80913,15418,38685,12474,16794,14079,14916,16293,14187,17283,15473,16621,13702,17271,14921,23027,17640,39248,26677,65194,46559,23922,22986,19108,13490,20585,12442,17006,11923,6942,7873,16,645,0,0,0,0,0,0
2022-05,5호선,2531,애오개,31,2,2422,457,5838,4369,18584,9670,24962,26897,12262,12591,8587,6878,8969,6058,9305,6869,9197,7928,8174,7961,9514,8527,11059,8969,13521,12803,21425,20895,7872,12666,5721,8594,4533,7706,3580,7700,1179,5067,8,3460,0,0,0,0,0,0
2022-05,5호선,2532,충정로(경기대입구),19,0,875,292,2373,1842,7037,9570,8749,33600,5044,13528,4087,4795,4470,4541,4879,3675,5446,4676,5396,4774,5649,3938,7060,4140,13742,5827,27612,8929,7275,5824,4897,4202,4884,4380,3680,4038,1355,2939,5,357,0,0,0,0,0,0
2022-05,5호선,2533,서대문,7,0,2661,1126,6220,14156,17877,69381,24177,166039,16853,47687,16012,22287,20188,20857,20656,19230,20011,22804,23656,19552,29544,14628,39674,16145,71456,19492,115442,25204,30401,15329,23527,10432,22216,10480,16958,9077,5547,6171,7,666,0,0,0,0,0,0
2022-05,5호선,2534,광화문(세종문화회관),7,0,1160,831,3314,27494,8748,76603,13507,259666,11799,115253,14101,55653,20854,50333,26379,43566,34757,45346,42354,39512,52862,31410,65922,30355,107334,36735,204880,44537,73089,20687,58381,9536,64533,7613,41751,5897,13408,3775,1,192,0,0,0,0,0,0
2022-05,5호선,2535,종로3가,72,1,1537,556,1966,5970,3437,16011,4369,41747,5003,33852,6517,28869,10625,33224,16754,32542,19876,31050,24355,27411,30208,25071,35315,25954,43832,30234,57982,36677,36192,20120,33693,10214,38163,6971,34347,5224,16138,3996,12,426,0,0,0,0,0,0
2022-05,5호선,2536,을지로4가,0,0,410,523,752,6640,1489,17900,2497,44256,2471,18679,3489,11213,5096,11150,6512,10195,8118,9120,9163,8241,10318,6821,12904,6629,24152,6538,37011,7092,15466,3645,10072,1896,8797,1567,6517,1057,2750,978,0,61,0,0,0,0,0,0
2022-05,5호선,2537,동대문역사문화공원(DDP),0,0,244,296,506,2937,1116,9682,1865,29854,1397,11156,1688,3572,1777,3118,1859,2874,2129,2909,2928,2740,3132,2551,4509,2574,10532,2750,19682,3186,7522,1859,3919,1336,3471,1267,2541,1110,1022,733,1,97,0,0,0,0,0,0
2022-05,5호선,2538,청구,7,1,1640,237,3282,2274,7373,4101,11274,14951,7108,7094,5777,4145,5577,3607,5411,4232,5752,4379,5676,4411,5543,5021,6385,5875,8206,7349,13807,10330,8008,7171,5281,4683,3970,4596,3558,4828,1656,3513,3,246,0,0,0,0,0,0
2022-05,5호선,2539,신금호,13,0,3191,518,7449,2776,22455,9377,29694,13899,15809,7641,10292,5936,9422,6025,9782,7236,9526,8415,8310,8691,8971,10687,11384,13117,10048,16493,10506,25745,7656,17536,5040,11537,3974,10122,3063,9805,1139,6724,8,537,0,0,0,0,0,0
2022-05,5호선,2540,행당,31,1,4112,799,11924,2630,32738,4930,44343,9441,21648,6791,14824,5230,12467,6100,12076,7924,11010,8472,9905,9581,10034,11300,9877,14998,10616,19386,10204,29872,6480,21222,5055,13269,4109,12641,3235,12390,1036,7575,6,642,0,0,0,0,0,0
2022-05,5호선,2541,왕십리(성동구청),9,1,1874,530,2518,2964,6381,6640,8960,19126,5420,9577,5097,7219,5532,6971,6099,8114,6432,8768,6847,8549,7715,8644,9585,9743,11051,12040,14433,17638,8813,9954,7639,6136,8193,5414,6889,4647,3506,3544,2,3577,0,0,0,0,0,0
2022-05,5호선,2542,마장,0,0,2630,600,6165,4339,16078,7051,20487,17093,11475,10899,8639,7301,8150,6810,9182,6874,8421,7802,8085,6338,9200,7914,10666,8805,11608,11936,13261,16633,7778,11328,5469,7394,4721,6932,3950,6456,1402,4528,0,95,0,0,0,0,0,0
2022-05,5호선,2543,답십리,40,0,9210,1195,18544,7697,56574,14450,76571,36415,35318,17910,22860,13175,19593,13523,21177,16138,20350,17659,18367,16897,19402,19831,22166,24387,28351,33249,34385,54514,15997,39198,11630,22985,10161,22119,7410,21117,2970,13792,2,894,0,0,0,0,0,0
2022-05,5호선,2544,장한평,14,0,7819,1227,18768,13278,54578,22979,73083,64956,37028,27873,23569,18560,20772,17303,22422,18126,21435,18569,20706,18297,21957,20623,28625,26599,36952,37105,58659,62876,25691,44063,15594,26730,12171,23799,9489,23400,3517,14207,3,1205,0,0,0,0,0,0
2022-05,5호선,2545,군자(능동),30,0,7361,805,12671,5875,34112,8576,47204,25396,22541,17512,14306,11786,13705,11585,14744,13475,14782,15262,13744,14719,14007,17694,16023,21433,20845,32963,26380,52690,15766,34932,12531,21705,12622,18891,11013,19304,5130,14502,2,5359,0,0,0,0,0,0
2022-05,5호선,2546,아차산(어린이대공원후문),16,0,9216,1638,17123,6403,45002,17188,61333,35716,33155,26611,22011,24624,21959,23626,26844,22294,27425,21854,28691,21357,31620,24816,34559,28604,33093,35639,31673,53352,19363,38851,13747,24393,13494,20786,9359,19501,2948,12123,7,677,0,0,0,0,0,0
2022-05,5호선,2547,광나루(장신대),6,0,5398,1830,16621,8297,41870,16692,50922,35331,31574,22795,21228,20363,19993,16024,21598,18256,21975,17483,20719,17899,22176,18604,27272,23710,27808,28166,33024,40320,15980,28462,13334,18742,11946,17125,8948,17615,2492,10961,10,634,0,0,0,0,0,0
2022-05,5호선,2548,천호(풍납토성),32,0,7471,1677,11849,13744,28863,19368,36975,41661,23897,35269,22947,28521,26010,28390,29241,30539,30700,32287,32024,32062,37105,35142,42421,36941,51105,46615,54592,57723,38531,42487,35680,24664,25979,21511,20632,18591,8722,11953,48,1675,0,0,0,0,0,0
2022-05,5호선,2549,강동,106,0,11240,1488,20824,12036,55871,29447,68623,51643,37894,26575,27243,19485,27248,17339,26882,19359,24043,24789,23598,23134,27268,24752,31403,28282,42673,35823,44778,53016,21991,41192,15658,27320,12463,26058,9213,25171,3025,17508,31,3250,0,0,0,0,0,0
2022-05,5호선,2550,길동,4,0,5192,904,8735,4374,22552,7656,27586,18208,15134,13478,13417,9816,13013,9927,14134,11320,13677,11684,11567,12889,12659,13290,14610,18118,15542,19325,16857,26648,8907,21377,6767,12389,6316,10496,4687,9740,1585,6016,28,1317,0,0,0,0,0,0
2022-05,5호선,2551,굽은다리(강동구민회관앞),3,0,7328,670,14669,2990,37432,6490,39893,15017,22578,10802,16926,8730,14763,9654,16026,10230,15080,12597,13072,12559,12815,13777,13605,19192,14912,24663,15442,34571,9530,28773,6995,16241,6825,17584,5648,14900,1394,8673,20,1746,0,0,0,0,0,0
2022-05,5호선,2552,명일,1,0,5356,1183,14721,3840,36606,7739,34164,14124,19489,9990,16047,10330,14364,9187,15205,9351,13039,12716,11974,11596,12233,13824,14992,17421,13201,23415,13052,35587,7655,29499,6117,14525,6230,15890,4212,13149,1391,8619,20,1823,0,0,0,0,0,0
2022-05,5호선,2553,고덕,9,2,4019,1493,12273,6281,31366,17197,27102,17945,18083,12192,14798,11974,16238,9968,16013,11894,14232,15724,14425,14527,17050,14538,22980,16779,21632,21384,16270,29254,9785,26761,7863,13521,8001,12905,7610,13176,1667,7235,8,2412,0,0,0,0,0,0
2022-05,5호선,2554,상일동,42,0,9883,1305,32190,6305,82536,12060,59180,16881,35488,10180,25492,9091,21708,9580,20420,12508,18726,14409,16360,15839,17991,19842,20186,22318,20712,34444,18774,54984,11145,55420,7913,27546,5388,23269,3870,23751,1068,17862,24,7566,0,1,0,1,0,0
2022-05,5호선,2555,둔촌동,3,0,3977,517,9592,4911,25322,10306,28550,19674,16349,11523,12145,9997,12427,9487,12657,10851,12019,11348,11771,11935,12313,13705,14653,15910,16976,21327,20526,28308,10284,21354,7921,11821,7328,10177,5302,9661,1590,6394,0,0,0,0,0,0,0,0
2022-05,5호선,2556,올림픽공원(한국체대),4,0,1136,995,5613,4465,11797,7450,12394,11667,8539,7653,7250,7119,7641,6910,9146,7946,7726,7619,7466,7709,9135,8187,12502,7653,11219,8829,10364,9800,6046,8378,4649,5316,4767,4331,5815,4538,722,3632,0,0,0,0,0,0,0,0
2022-05,5호선,2557,방이,0,0,2480,901,7320,4089,20062,8405,18528,26032,11801,12685,9970,8614,9002,7622,10176,9990,10705,9174,9200,9536,10475,11662,11966,14166,14406,18684,20696,21590,9982,17043,8169,10062,10306,7464,10580,7845,1652,5327,0,1,0,0,0,0,0,0
2022-05,5호선,2558,오금,4,0,1125,254,3179,2690,8873,9496,8043,22318,5138,6953,4683,3923,4717,3476,5190,4184,5064,4347,4730,3966,6473,4272,9095,5562,10369,5935,14574,8127,4822,6604,3650,4182,3147,3571,2563,3734,731,3086,0,37,0,0,0,0,0,0
2022-05,5호선,2559,개롱,9,0,3479,1026,9161,3460,24864,8073,23330,16295,13321,8455,10936,6000,9426,6201,9795,7253,9563,8732,7842,8303,8717,9585,11752,14438,12125,15082,13481,20940,6290,20227,4962,10503,4308,10382,2527,10018,735,6585,0,195,0,0,0,0,0,0
2022-05,5호선,2560,거여,2,0,6171,796,17034,5107,51640,9914,44233,18586,24330,10105,16474,7204,14006,7935,14614,9403,13684,11884,11733,10536,12284,13535,15900,20521,16386,24803,16620,35458,7666,34015,6313,16192,5182,18752,3550,15746,874,10490,1,747,0,0,0,0,0,0
2022-05,5호선,2561,마천,42,0,7002,336,14871,3372,41355,4927,33501,10495,17165,7614,11045,7069,9892,6260,10738,6792,9451,8102,8273,8079,7885,10858,9605,13679,9437,18795,9750,25582,4982,23925,3992,12998,2471,12982,1595,13117,427,8096,0,1246,0,0,0,0,0,0
2022-05,5호선,2562,강일,0,0,2438,665,7510,2953,19444,4549,19500,7075,11363,2994,8967,2500,7476,3216,6977,4062,6265,4247,5162,5066,5338,6861,7238,7683,6695,10173,6873,14032,3207,12736,2166,9699,1587,7642,1309,8026,325,5929,0,0,0,0,0,0,0,0
2022-05,5호선,2563,미사,24,0,7230,868,24982,7416,69312,12161,65801,24179,32568,20258,24401,15214,21481,16386,22542,19416,22202,18821,20017,20345,22534,23291,24788,29904,28123,37841,27966,57568,16608,64260,15418,39652,16105,26620,14133,26131,5596,19092,1,7,0,0,0,0,0,0
2022-05,5호선,2564,하남풍산,4,0,1716,159,5448,2308,11404,6457,11996,15923,6782,9927,5862,5483,5449,4624,5624,4961,5779,5397,5862,5223,6869,5553,9228,7836,10947,7516,14549,9626,5970,9782,4125,6007,4039,5411,2272,4956,696,3730,0,67,0,0,0,0,0,0
